seqnum,i,lat,lon,f-i,forward_angle,wind,wind_u,wind_v,landfall,time,tracknum
3,3,-15.649999999999999,161.2,14,138.8545797696347,55.0,-41.41731180461687,36.18848273800857,0,1970-02-16 06:00:00,1970041S14139
3,4,-15.924999999999999,161.45,13,138.8940376344014,55.0,-41.4422238911959,36.159951312909584,0,1970-02-16 09:00:00,1970041S14139
3,5,-16.2,161.7,12,167.295193177182,55.0,-53.6533853097455,12.096042526545036,0,1970-02-16 12:00:00,1970041S14139
3,6,-16.625,161.79999999999998,11,167.32277525276834,51.25,-50.000620142064946,11.2472434582403,0,1970-02-16 15:00:00,1970041S14139
3,7,-17.049999999999997,161.89999999999998,10,167.35103820043366,47.5,-46.34717464376848,10.401413487599838,0,1970-02-16 18:00:00,1970041S14139
3,8,-17.474999999999998,162.0,9,167.37998089764187,43.75,-42.69302114374521,9.558684303800604,0,1970-02-16 21:00:00,1970041S14139
3,9,-17.9,162.1,8,188.98904215656586,40.0,-39.50872962772358,-6.249822653758809,0,1970-02-17 00:00:00,1970041S14139
3,10,-18.349999999999998,162.025,7,188.96572747948557,40.0,-39.511269521262,-6.23374532830725,0,1970-02-17 03:00:00,1970041S14139
3,11,-18.799999999999997,161.95,6,188.94186577744077,40.0,-39.51386223310932,-6.217289716818466,0,1970-02-17 06:00:00,1970041S14139
3,12,-19.25,161.875,5,188.9174583177464,40.0,-39.51650715434451,-6.200456621946402,0,1970-02-17 09:00:00,1970041S14139
3,13,-19.7,161.8,4,202.33136582564381,40.0,-37.00007405777332,-15.198503864502243,0,1970-02-17 12:00:00,1970041S14139
3,14,-20.1,161.625,3,202.2793372454538,40.0,-37.01386010676219,-15.164898944504664,0,1970-02-17 15:00:00,1970041S14139
3,15,-20.5,161.45,2,202.22629074227527,40.0,-37.027884452583855,-15.130623680671558,0,1970-02-17 18:00:00,1970041S14139
3,16,-20.9,161.275,1,202.17222673888963,40.0,-37.04214514500691,-15.095677628256398,0,1970-02-17 21:00:00,1970041S14139
3,17,-21.3,161.1,0,202.17222673888963,40.0,-37.04214514500691,-15.095677628256398,0,1970-02-18 00:00:00,1970041S14139
4,1,-15.0,162.8,108,144.95575609563934,40.0,-32.7483553338063,22.968352638592965,0,1970-02-11 12:00:00,1970043S15163
4,2,-15.275,163.0,107,144.99152939102453,40.0,-32.76268951150599,22.947901341357024,0,1970-02-11 15:00:00,1970043S15163
4,3,-15.55,163.2,106,145.02795358305002,40.0,-32.77727137765656,22.927068740583827,0,1970-02-11 18:00:00,1970043S15163
4,4,-15.825000000000001,163.4,105,145.06502948270065,40.0,-32.792100540586574,22.905853883583156,0,1970-02-11 21:00:00,1970043S15163
4,5,-16.1,163.6,104,156.44031581061336,40.0,-36.66576822942759,15.988165627922996,0,1970-02-12 00:00:00,1970043S15163
4,6,-16.375,163.725,103,156.47021266535853,40.0,-36.67410583914892,15.969031307468315,0,1970-02-12 03:00:00,1970043S15163
4,7,-16.65,163.85,102,156.50060607720002,40.0,-36.68257169273916,15.949574728093896,0,1970-02-12 06:00:00,1970043S15163
4,8,-16.925,163.975,101,156.53149600218308,40.0,-36.69116526972995,15.9297957033153,0,1970-02-12 09:00:00,1970043S15163
4,9,-17.2,164.1,100,107.90626004609123,40.0,-12.2984234264784,38.06243267610529,0,1970-02-12 12:00:00,1970043S15163
4,10,-17.3,164.425,99,107.91562404651165,40.0,-12.304643906003639,38.06042220399621,0,1970-02-12 15:00:00,1970043S15163
4,11,-17.4,164.75,98,107.92504787825624,40.0,-12.310903799494826,38.05839785959971,0,1970-02-12 18:00:00,1970043S15163
4,12,-17.5,165.075,97,107.93453167716598,40.0,-12.317203190667588,38.0563595941573,0,1970-02-12 21:00:00,1970043S15163
4,13,-17.6,165.4,96,100.88548829635448,40.0,-7.553869174479152,39.28026298912539,0,1970-02-13 00:00:00,1970043S15163
4,14,-17.700000000000003,165.95,95,100.89182233473866,43.75,-8.266793887735508,42.96187401426641,0,1970-02-13 03:00:00,1970043S15163
4,15,-17.8,166.5,94,100.89819462170999,47.5,-8.980563824949778,46.643321851965084,0,1970-02-13 06:00:00,1970043S15163
4,16,-17.9,167.05,93,100.90460525241338,51.25,-9.695186416130475,50.32460492002375,0,1970-02-13 09:00:00,1970043S15163
4,17,-18.0,167.6,92,113.96569449340683,55.0,-22.340427466641106,50.258385376051905,0,1970-02-13 12:00:00,1970043S15163
4,18,-18.2,168.075,91,113.9908416467145,55.0,-22.362483750811286,50.248575308109,0,1970-02-13 15:00:00,1970043S15163
4,19,-18.400000000000002,168.55,90,114.01629390955202,55.0,-22.38480325660162,50.23863635851632,0,1970-02-13 18:00:00,1970043S15163
4,20,-18.6,169.025,89,114.04205260856281,55.0,-22.40738698383417,50.22856765384316,0,1970-02-13 21:00:00,1970043S15163
4,21,-18.8,169.5,88,127.6559804167843,55.0,-33.60054353023015,43.543122011095036,0,1970-02-14 00:00:00,1970043S15163
4,22,-19.2,170.05,87,127.72513057251751,55.0,-33.65307114848909,43.50253788314805,0,1970-02-14 03:00:00,1970043S15163
4,23,-19.6,170.6,86,127.7958367051416,55.0,-33.70673002624931,43.46097503436322,0,1970-02-14 06:00:00,1970043S15163
4,24,-20.0,171.14999999999998,85,127.86810879654502,55.0,-33.76152425979981,43.41842327463019,0,1970-02-14 09:00:00,1970043S15163
4,25,-20.4,171.7,84,118.16344154596686,55.0,-25.959358671407077,48.4882635012767,0,1970-02-14 12:00:00,1970043S15163
4,26,-20.599999999999998,172.1,83,118.1953363094542,55.0,-25.986346543424187,48.47380522844339,0,1970-02-14 15:00:00,1970043S15163
4,27,-20.8,172.5,82,118.22758491344405,55.0,-26.013625631711157,48.45917128359894,0,1970-02-14 18:00:00,1970043S15163
4,28,-21.0,172.9,81,118.26018894343099,55.0,-26.041196997058123,48.44436044536465,0,1970-02-14 21:00:00,1970043S15163
4,29,-21.2,173.3,80,100.79775357997386,55.0,-10.303854081794665,54.026202819197685,0,1970-02-15 00:00:00,1970043S15163
4,30,-21.275,173.72500000000002,79,100.80335176721951,55.0,-10.309132759973695,54.02519580470983,0,1970-02-15 03:00:00,1970043S15163
4,31,-21.35,174.15,78,100.80897305028748,55.0,-10.314433116784489,54.024184116739605,0,1970-02-15 06:00:00,1970043S15163
4,32,-21.425,174.575,77,100.81461748052038,55.0,-10.319755199362646,54.02316773963951,0,1970-02-15 09:00:00,1970043S15163
4,33,-21.5,175.0,76,119.60438117677205,55.0,-27.170459354743578,47.82014364733995,0,1970-02-15 12:00:00,1970043S15163
4,34,-21.75,175.475,75,119.6481249048955,55.0,-27.206960777180434,47.79938582522756,0,1970-02-15 15:00:00,1970043S15163
4,35,-22.0,175.95,74,119.69244923039815,55.0,-27.24393049616813,47.77832407190483,0,1970-02-15 18:00:00,1970043S15163
4,36,-22.25,176.425,73,119.73735746862144,55.0,-27.281370612689056,47.75695569750134,0,1970-02-15 21:00:00,1970043S15163
4,37,-22.5,176.9,72,114.21259734787486,55.0,-22.556796207076996,50.1616481474881,0,1970-02-16 00:00:00,1970043S15163
4,38,-22.85,177.75,71,114.26992281574371,55.0,-22.606972548500412,50.13905456020635,0,1970-02-16 03:00:00,1970043S15163
4,39,-23.2,178.60000000000002,70,114.3282790048113,55.0,-22.658027823951507,50.116003183903636,0,1970-02-16 06:00:00,1970043S15163
4,40,-23.549999999999997,179.45000000000002,69,114.3876756646045,55.0,-22.709969260201987,50.0924874227731,0,1970-02-16 09:00:00,1970043S15163
4,41,-23.9,180.3,68,96.76305895716382,55.0,-6.477005499390994,54.617290300424635,0,1970-02-16 12:00:00,1970043S15163
4,42,-24.0,181.25,67,96.7688791368252,55.0,-6.482553561214196,54.61663207600766,0,1970-02-16 15:00:00,1970043S15163
